"";"gbifID";"datasetKey";"kingdom";"phylum";"class";"order";"family";"genus";"species";"infraspecificEpithet";"taxonRank";"scientificName";"verbatimScientificName";"verbatimScientificNameAuthorship";"countryCode";"locality";"stateProvince";"occurrenceStatus";"individualCount";"publishingOrgKey";"decimalLatitude";"decimalLongitude";"coordinateUncertaintyInMeters";"elevation";"elevationAccuracy";"depth";"depthAccuracy";"eventDate";"day";"month";"year";"taxonKey";"speciesKey";"basisOfRecord";"institutionCode";"collectionCode";"catalogNumber";"recordNumber";"identifiedBy";"dateIdentified";"license";"rightsHolder";"recordedBy";"typeStatus";"establishmentMeans";"lastInterpreted";"mediaType";"issue"
"1";2603488604;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Distrito Capital";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,45888;-66,859706;31189;NA;NA;NA;NA;2020-04-10 18:10:00;10;4;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41929682";NA;NA;NA;"CC_BY_NC_4_0";"Alexis Deniz";"Alexis Deniz";NA;NA;2020-04-22 02:25:04;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"2";2603441535;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Distrito Capital";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,566722;-66,983041;31189;NA;NA;NA;NA;2020-04-11 18:17:00;11;4;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41967680";NA;NA;NA;"CC_BY_NC_4_0";"Alexis Deniz";"Alexis Deniz";NA;NA;2020-04-22 02:24:58;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"3";2603329439;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Distrito Capital";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,538411;-66,94741;31189;NA;NA;NA;NA;2020-04-11 16:50:18;11;4;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"42060625";NA;NA;NA;"CC_BY_NC_4_0";"Alexis Deniz";"Alexis Deniz";NA;NA;2020-04-22 02:25:02;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"4";2603323164;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"PE";NA;"Madre de Dios";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-12,72155;-69,074529;31069;NA;NA;NA;NA;2018-06-17 14:46:00;17;6;2018;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41934785";NA;NA;2020-04-11 20:04:32;"CC_BY_NC_4_0";"jessebugz";"jessebugz";NA;NA;2020-04-22 02:25:01;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"5";2599785435;"f946666e-67dc-4848-9fa8-2162f3559e33";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna (Linnaeus, 1758)";NA;"GF";NA;NA;"Présent";NA;"1928bdf0-f5d2-11dc-8c12-b8a03c50a862";5,60934;-53,95034;5000;NA;NA;NA;NA;2010-01-01 00:00:00;1;1;2010;5959231;5959231;"HUMAN_OBSERVATION";"UMS PatriNat";NA;NA;NA;"Non renseigné (Non renseigné)";NA;"CC_BY_NC_4_0";NA;"Biotope (Non renseigné)";NA;NA;2020-04-20 14:28:02;NA;"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_MISMATCH"
"6";2599419366;"f946666e-67dc-4848-9fa8-2162f3559e33";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna (Linnaeus, 1758)";NA;"GF";NA;NA;"Présent";NA;"1928bdf0-f5d2-11dc-8c12-b8a03c50a862";4,21051;-51,82625;5000;NA;NA;NA;NA;2001-01-01 00:00:00;1;1;2001;5959231;5959231;"HUMAN_OBSERVATION";"UMS PatriNat";NA;NA;NA;"Non renseigné (Non renseigné)";NA;"CC_BY_NC_4_0";NA;"Biotope (Non renseigné)";NA;NA;2020-04-20 14:27:52;NA;"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_MISMATCH"
"7";2599308606;"f946666e-67dc-4848-9fa8-2162f3559e33";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna (Linnaeus, 1758)";NA;"GF";NA;NA;"Présent";NA;"1928bdf0-f5d2-11dc-8c12-b8a03c50a862";4,59457;-53,41397;5000;NA;NA;NA;NA;2009-01-01 00:00:00;1;1;2009;5959231;5959231;"HUMAN_OBSERVATION";"UMS PatriNat";NA;NA;NA;"Non renseigné (Non renseigné)";NA;"CC_BY_NC_4_0";NA;"Biotope (Non renseigné)";NA;NA;2020-04-20 14:27:45;NA;"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_MISMATCH"
"8";2599079982;"f946666e-67dc-4848-9fa8-2162f3559e33";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna (Linnaeus, 1758)";NA;"GF";NA;NA;"Présent";NA;"1928bdf0-f5d2-11dc-8c12-b8a03c50a862";4,58764;-53,30211;5000;NA;NA;NA;NA;1999-01-01 00:00:00;1;1;1999;5959231;5959231;"HUMAN_OBSERVATION";"UMS PatriNat";NA;NA;NA;"Non renseigné (Non renseigné)";NA;"CC_BY_NC_4_0";NA;"Biotope (Non renseigné)";NA;NA;2020-04-20 14:28:08;NA;"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_MISMATCH"
"9";2599074836;"f946666e-67dc-4848-9fa8-2162f3559e33";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna (Linnaeus, 1758)";NA;"GF";NA;NA;"Présent";NA;"1928bdf0-f5d2-11dc-8c12-b8a03c50a862";4,55545;-53,31341;5000;NA;NA;NA;NA;1994-01-01 00:00:00;1;1;1994;5959231;5959231;"HUMAN_OBSERVATION";"UMS PatriNat";NA;NA;NA;"Non renseigné (Non renseigné)";NA;"CC_BY_NC_4_0";NA;"BIOTOPE (Non renseigné)";NA;NA;2020-04-20 14:28:02;NA;"GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_MISMATCH"
"10";2597890645;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,022078;-55,808379;30508;NA;NA;NA;NA;2015-08-23 18:11:00;23;8;2015;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41567804";NA;NA;2020-04-06 23:19:26;"CC_BY_NC_4_0";"Pablo Preliasco";"Pablo Preliasco";NA;NA;2020-04-22 02:22:52;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"11";2597878489;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Miranda";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,493867;-66,855449;31189;NA;NA;NA;NA;2020-04-05 17:23:00;5;4;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41526794";NA;NA;2020-04-06 13:35:28;"CC_BY_NC_4_0";"Oswaldo Hernández";"Oswaldo Hernández";NA;NA;2020-04-22 02:24:45;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"12";2597877638;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,116472;-55,827585;30508;NA;NA;NA;NA;2015-08-25 08:02:00;25;8;2015;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41567840";NA;NA;2020-04-06 23:23:50;"CC_BY_NC_4_0";"Pablo Preliasco";"Pablo Preliasco";NA;NA;2020-04-22 02:24:51;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"13";2597866604;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,077606;-55,869387;30508;NA;NA;NA;NA;2015-08-25 08:06:00;25;8;2015;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41567841";NA;NA;2020-04-06 23:19:49;"CC_BY_NC_4_0";"Pablo Preliasco";"Pablo Preliasco";NA;NA;2020-04-22 02:22:49;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"14";2597860580;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,034564;-55,959484;30508;NA;NA;NA;NA;2015-08-25 08:07:00;25;8;2015;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41567842";NA;NA;2020-04-06 23:19:49;"CC_BY_NC_4_0";"Pablo Preliasco";"Pablo Preliasco";NA;NA;2020-04-22 02:24:43;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"15";2597846530;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"CO";NA;"Risaralda";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";4,841882;-75,476738;31394;NA;NA;NA;NA;2006-11-28 00:00:00;28;11;2006;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41528597";NA;NA;2020-04-06 14:13:17;"CC_BY_NC_4_0";"Fredy Neira";"Fredy Neira";NA;NA;2020-04-22 02:22:51;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"16";2597740569;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Miranda";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,556748;-66,991739;31189;NA;NA;NA;NA;2020-04-05 17:51:00;5;4;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41526766";NA;NA;2020-04-06 13:34:31;"CC_BY_NC_4_0";"Oswaldo Hernández";"Oswaldo Hernández";NA;NA;2020-04-22 02:22:57;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"17";2597733386;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Miranda";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,54731;-66,912882;31189;NA;NA;NA;NA;2020-03-30 16:43:09;30;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"41476179";NA;NA;2020-04-05 20:30:45;"CC_BY_NC_4_0";"Oswaldo Hernández";"Oswaldo Hernández";NA;NA;2020-04-22 02:22:56;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"18";2596452960;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Distrito Capital";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,534886;-66,89589;31189;NA;NA;NA;NA;2020-03-23 12:49:06;23;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40643764";NA;NA;NA;"CC_BY_NC_4_0";"Alexis Deniz";"Alexis Deniz";NA;NA;2020-04-22 02:22:55;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"19";2596321336;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-16,415056;-56,806961;31250;NA;NA;NA;NA;2018-10-19 15:55:00;19;10;2018;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40822715";NA;NA;2020-03-27 16:47:17;"CC_BY_NC_4_0";"Hudson Martins Soares";"Hudson Martins Soares";NA;NA;2020-04-22 02:24:41;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"20";2596308801;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"VE";NA;"Distrito Capital";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,426327;-66,978885;31189;NA;NA;NA;NA;2020-03-22 17:59:00;22;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40565666";NA;NA;NA;"CC_BY_NC_4_0";"Alexis Deniz";"Alexis Deniz";NA;NA;2020-04-22 02:24:44;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"21";2596293099;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-13,536407;-56,759069;31020;NA;NA;NA;NA;2019-08-07 12:13:00;7;8;2019;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40762824";NA;NA;2020-03-26 17:09:36;"CC_BY_NC_4_0";"docprt";"docprt";NA;NA;2020-04-22 02:22:49;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"22";2596275281;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"CO";NA;"Risaralda";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";4,949243;-75,741518;31394;NA;NA;NA;NA;2018-03-13 09:13:00;13;3;2018;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40835851";NA;NA;2020-03-27 19:59:20;"CC_BY_NC_4_0";"David Monroy R";"David Monroy R";NA;NA;2020-04-22 02:24:42;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"23";2596122102;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-13,595345;-56,7434;31020;NA;NA;NA;NA;2019-08-07 12:12:00;7;8;2019;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40762823";NA;NA;2020-03-26 17:09:36;"CC_BY_NC_4_0";"docprt";"docprt";NA;NA;2020-04-22 02:23:07;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"24";2596092541;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Amazonas";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-0,188277;-63,913437;31451;NA;NA;NA;NA;2012-10-11 14:33:00;11;10;2012;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40557997";NA;NA;2020-03-22 23:35:29;"CC_BY_NC_4_0";"Ad Konings";"Ad Konings";NA;NA;2020-04-22 02:24:30;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"25";2596084449;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"CR";NA;"Guanacaste";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";10,366148;-85,085748;31199;NA;NA;NA;NA;2016-02-26 09:24:00;26;2;2016;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40533126";NA;NA;2020-03-22 17:38:55;"CC_BY_NC_4_0";"crm211b";"crm211b";NA;NA;2020-04-22 02:24:50;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"26";2595963960;"9a0b66df-7535-4f28-9f4e-5bc11b8b096c";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";"(Linnaeus, 1758)";"BE";NA;"Antwerp";NA;1;"4d3ceea8-5699-439d-a899-decac9cbbdac";51,04476;4,41301;15;NA;NA;NA;NA;2020-03-15 00:00:00;15;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"Natuurpunt";NA;NA;NA;NA;NA;"CC0_1_0";"Natuurpunt Studie";NA;NA;NA;2020-04-07 12:35:54;NA;NA
"27";2580211184;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"US";NA;"California";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";38,435583;-121,500653;28240;NA;NA;NA;NA;2018-10-13 13:36:00;13;10;2018;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40252409";NA;NA;NA;"CC_BY_NC_4_0";"rakawi";"rakawi";NA;NA;2020-04-22 02:24:36;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"28";2580104706;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,053951;-55,952925;30508;NA;NA;NA;NA;2020-02-19 07:03:02;19;2;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"40136180";NA;NA;2020-03-17 17:29:57;"CC_BY_NC_4_0";"seankeuroghlian";"seankeuroghlian";NA;NA;2020-04-22 02:24:42;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"29";2579365019;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-14,490356;-55,856785;30954;NA;NA;NA;NA;2019-07-03 18:26:00;3;7;2019;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39633881";NA;NA;2020-03-07 02:44:10;"CC_BY_NC_4_0";"lsmarujo";"lsmarujo";NA;NA;2020-04-22 02:24:42;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"30";2579243925;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"BR";NA;"Mato Grosso do Sul";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-20,081632;-55,903713;30508;NA;NA;NA;NA;2020-03-05 17:46:05;5;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39629142";NA;NA;2020-03-07 00:01:01;"CC0_1_0";"Niklas Wahlberg";"Niklas Wahlberg";NA;NA;2020-04-22 02:22:47;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"31";2579219780;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"MX";NA;"San Luis Potosí";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";22,059877;-100,541999;30318;NA;NA;NA;NA;2016-11-19 09:11:28;19;11;2016;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39422013";NA;NA;2020-03-01 21:56:27;"CC_BY_NC_4_0";"Rancho Las Guacamayas";"Rancho Las Guacamayas";NA;NA;2020-04-22 02:22:53;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"32";2576451020;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"PE";NA;"Loreto";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-4,386433;-73,500649;31407;NA;NA;NA;NA;2020-02-23 09:50:00;23;2;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39487070";NA;NA;2020-03-03 11:17:46;"CC_BY_NC_4_0";"Dan Riskin";"Dan Riskin";NA;NA;2020-04-22 02:24:55;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"33";2576435790;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"EC";NA;"Sucumbios";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-0,427466;-76,033891;31451;NA;NA;NA;NA;2019-12-30 17:06:00;30;12;2019;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39441624";NA;NA;2020-03-02 06:15:48;"CC_BY_NC_4_0";"Josh Cantor";"Josh Cantor";NA;NA;2020-04-22 02:22:44;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"34";2576429616;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"PE";NA;"Loreto";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";-5,382868;-75,55229;31384;NA;NA;NA;NA;2007-06-11 00:00:00;11;6;2007;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39408953";NA;NA;2020-03-01 17:15:58;"CC_BY_NC_4_0";"Ryan C. Burner";"Ryan C. Burner";NA;NA;2020-04-22 02:22:51;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"35";2576408727;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara";"Ara ararauna";NA;"SPECIES";"Ara ararauna (Linnaeus, 1758)";"Ara ararauna";NA;"PR";NA;"San Juan";NA;NA;"28eb1a3f-1c15-4a95-931a-4af90ecb574d";18,454522;-66,078415;30649;NA;NA;NA;NA;2020-03-01 18:17:00;1;3;2020;5959231;5959231;"HUMAN_OBSERVATION";"iNaturalist";"Observations";"39437200";NA;NA;2020-03-02 03:39:32;"CC_BY_NC_4_0";"Christina De Jesús Villanueva";"Christina De Jesús Villanueva";NA;NA;2020-04-22 02:24:52;"StillImage";"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
